etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
52.28,high,62.66,44.35,20.73,186862.33,27.5,71.05,0,28.78,53.96,medium
7.33,low,11.24,94.57,6.58,8221.55,4.6,5.92,0,0.52,5.5,low
32.74,high,50.38,79.7,9.26,139308.17,12.7,49.73,1,20.18,42.03,medium
8.94,low,8.27,85.06,0.09,49214.45,5.8,6.63,1,2.62,11.05,low
21.46,low,30.82,62.82,20.83,194516.97,9.4,45.23,0,23.36,25.17,low
2.58,low,0.85,83.3,4.84,26933.9,5.2,10.47,1,8.45,9.76,low
104.47,high,86.8,5.74,56.71,462176.45,43.1,87.3,1,56.97,90.83,critical
116.35,high,90.56,12.9,61.81,436345.36,43.7,92.06,1,54.22,92.99,critical
112.71,high,83.23,3.01,68.62,453996.29,41.4,86.01,0,51.91,88.57,critical
67.0,high,81.49,50.7,48.13,253647.61,21.6,77.89,1,40.42,67.2,high
39.81,high,80.79,28.44,48.09,358485.35,37.3,50.75,1,47.55,67.95,high
53.22,medium,51.78,51.87,46.97,330332.84,30.1,70.64,1,37.86,57.46,medium
60.07,high,63.81,26.15,20.06,226301.18,33.9,81.3,0,49.09,61.52,high
90.0,high,87.55,1.32,58.87,491243.94,45.0,95.48,1,49.64,90.15,critical
-0.64,low,2.07,86.88,6.15,4564.32,5.1,7.36,0,7.68,4.35,low
55.7,high,53.36,40.93,40.76,371429.78,24.3,82.47,1,39.68,65.53,high
1.7,low,12.59,86.05,0.84,16967.51,0.2,4.77,0,7.28,4.63,low
38.33,low,49.45,68.95,15.33,86809.28,9.2,40.27,0,10.06,25.38,low
49.07,medium,62.51,45.34,23.73,257661.99,27.3,54.44,0,47.97,49.2,medium
29.26,medium,51.13,70.77,22.23,92504.21,14.2,40.0,0,13.89,31.77,medium
65.7,medium,69.88,39.71,46.03,167156.5,30.9,75.71,1,36.52,59.56,medium
84.01,high,94.75,3.2,69.78,403854.98,41.6,93.23,1,57.55,88.6,critical
28.84,low,54.0,62.47,17.03,47110.06,18.5,33.94,0,19.71,25.87,low
35.75,high,74.84,42.12,30.56,318406.59,29.3,75.68,0,48.09,58.84,medium
14.16,low,21.33,69.96,22.35,42275.04,8.3,23.3,0,20.33,16.36,low
23.64,low,43.79,67.65,10.66,159798.95,21.7,40.73,1,12.23,29.78,low
55.62,medium,51.12,48.36,37.19,235316.47,20.7,73.73,1,40.3,53.55,medium
23.96,low,54.98,77.63,14.85,166225.47,20.8,37.36,0,11.84,26.34,low
48.29,high,51.64,45.36,29.54,351252.4,34.9,64.11,1,34.31,61.84,high
7.41,low,2.35,81.01,1.35,47940.07,7.2,11.25,0,4.89,7.34,low
57.31,high,67.6,38.12,44.8,282288.46,23.8,79.22,1,45.94,66.2,high
10.11,low,32.35,68.79,9.93,148099.75,7.3,49.3,1,18.9,24.02,low
-1.08,medium,12.77,87.0,2.79,35093.15,2.7,1.14,0,3.58,10.79,low
108.03,high,98.89,1.06,69.93,408214.05,38.8,83.6,1,54.06,92.33,critical
30.07,low,51.3,65.92,11.61,116251.29,13.1,31.88,1,18.09,29.25,low
15.72,medium,29.8,53.47,13.37,194036.91,19.3,35.58,0,26.43,31.3,medium
20.91,medium,53.29,75.72,6.95,152421.04,8.3,34.49,1,26.01,33.05,medium
67.07,high,68.44,50.59,49.43,393862.73,22.9,82.04,1,32.51,69.19,high
105.77,high,93.69,7.18,70.87,418523.22,41.9,97.81,1,55.17,92.78,critical
8.72,low,46.48,56.87,8.17,136975.49,9.7,25.27,1,23.25,24.98,low
4.51,low,9.97,89.01,2.33,23413.16,7.8,6.15,0,4.14,6.1,low
61.4,medium,61.32,49.6,38.58,394322.7,36.1,71.96,0,38.74,58.17,medium
69.36,low,67.82,36.42,43.02,348276.32,25.2,72.16,0,41.23,53.34,medium
113.68,high,88.22,18.36,61.35,407216.36,42.5,91.53,1,56.82,90.85,critical
66.87,medium,53.47,43.5,38.36,172560.53,26.3,67.89,1,44.1,55.77,medium
95.15,high,93.06,8.21,68.31,419834.71,40.8,84.63,1,49.16,88.75,critical
74.12,medium,75.12,51.37,31.33,395071.2,27.8,67.19,1,48.28,63.96,high
39.28,high,34.43,64.72,15.01,105577.71,11.9,34.1,0,23.25,37.45,medium
27.82,low,41.0,50.62,21.53,159390.36,18.7,25.74,1,25.4,32.25,medium
66.68,high,80.14,45.11,42.61,395222.79,31.3,69.13,0,34.13,66.92,high
-3.95,low,18.37,90.37,0.7,17626.05,5.8,11.34,0,0.62,5.64,low
39.47,medium,31.05,72.35,19.02,114431.57,17.4,34.05,0,20.7,31.78,medium
18.79,low,52.96,52.57,13.38,30482.56,20.1,31.25,0,13.99,23.77,low
11.17,medium,26.14,72.18,8.01,145135.17,21.1,22.64,0,29.26,25.86,low
63.79,medium,51.47,44.79,25.97,393559.71,35.0,65.24,0,30.32,55.19,medium
35.33,high,42.32,78.74,8.3,111827.4,18.3,22.78,0,15.12,35.38,medium
117.61,medium,99.84,2.26,69.6,466779.38,42.7,85.65,1,59.98,90.7,critical
105.03,medium,93.94,8.5,55.22,434023.13,38.8,97.32,1,58.11,84.79,critical
94.25,medium,81.51,4.95,69.12,485885.53,43.0,94.45,0,56.17,80.86,critical
2.98,medium,3.28,85.12,0.48,19253.56,7.1,4.54,0,1.18,10.65,low
23.27,low,35.36,68.88,5.18,189739.01,17.4,35.16,1,18.88,27.91,low
-1.39,low,10.39,80.23,6.93,36733.99,2.6,5.06,0,4.47,6.04,low
118.63,high,85.86,8.72,67.15,435564.23,39.3,91.39,1,52.22,92.88,critical
6.03,low,6.62,86.11,2.71,12810.15,4.5,8.59,0,6.12,5.8,low
66.01,high,60.9,26.53,32.99,367410.75,19.7,63.28,0,47.34,62.96,high
36.01,low,36.84,58.08,12.04,159091.11,12.8,31.63,1,23.72,30.76,medium
30.31,high,33.11,71.75,15.29,148269.15,9.5,39.47,1,24.77,40.1,medium
34.32,medium,40.04,76.44,19.8,175690.14,9.7,38.88,0,24.72,32.35,medium
67.17,high,57.58,44.2,33.59,159618.3,37.0,79.76,0,42.08,60.14,high
101.21,high,80.29,17.72,62.1,390328.74,41.0,88.43,1,53.38,86.61,critical
-0.51,low,10.64,94.26,4.87,25032.04,3.3,4.82,1,8.28,8.52,low
81.87,high,90.47,7.15,62.65,483560.1,38.2,94.21,1,52.57,87.55,critical
-3.5,low,8.05,88.6,4.27,11069.74,2.8,2.53,1,8.53,8.12,low
68.46,medium,59.44,28.98,33.09,172830.13,25.9,55.89,1,36.41,56.11,medium
44.83,high,75.96,31.87,42.81,328342.2,22.3,71.68,0,31.04,60.55,high
66.06,medium,73.04,46.69,20.49,302483.7,20.7,65.26,1,41.47,57.41,medium
32.2,low,40.67,68.7,20.71,127342.02,20.5,20.26,1,29.71,30.52,medium
29.94,low,34.12,72.38,17.7,43109.56,5.9,23.74,1,10.53,23.0,low
92.36,high,82.76,19.96,66.58,404421.38,38.8,85.4,1,49.95,85.03,critical
54.91,medium,52.24,28.95,31.44,264172.54,24.9,74.03,1,42.55,56.46,medium
36.92,medium,82.82,46.43,26.88,167115.77,37.3,77.52,1,34.25,54.17,medium
-1.13,low,1.74,82.58,1.26,43267.42,6.8,5.83,0,1.01,4.88,low
50.32,high,79.59,29.78,29.75,333528.62,37.9,52.46,1,47.74,67.23,high
-3.99,medium,13.57,90.09,2.41,24270.55,3.2,7.1,1,7.96,15.13,low
96.18,high,89.31,19.7,67.39,426430.44,38.2,93.0,1,49.8,87.66,critical
7.77,low,0.8,94.83,3.6,29697.52,7.1,18.49,0,1.02,5.96,low
9.2,low,1.05,99.71,7.96,45954.63,0.3,19.7,1,4.13,9.74,low
84.47,high,99.33,3.02,66.19,407705.37,44.1,92.16,1,51.9,88.91,critical
116.28,high,96.33,18.6,62.27,382772.98,43.5,81.61,1,59.19,91.33,critical
3.46,low,0.67,86.86,3.3,38669.95,0.5,17.69,0,5.37,5.19,low
117.6,high,86.72,7.0,59.88,470719.32,38.5,84.82,1,59.58,92.81,critical
8.06,low,47.13,60.02,21.04,60751.6,5.8,29.0,0,27.35,20.1,low
118.31,high,82.42,3.16,69.18,405452.65,42.5,86.27,1,58.27,93.02,critical
55.91,high,81.98,42.76,44.17,164259.01,25.8,54.08,0,35.3,57.93,medium
12.74,high,31.65,78.19,20.65,131070.46,11.8,23.58,0,21.55,31.18,medium
8.79,medium,38.92,58.71,11.72,90025.42,17.8,43.22,0,17.88,27.69,low
47.46,medium,74.0,50.23,42.74,379462.07,24.6,68.44,1,29.66,58.24,medium
99.05,high,90.78,12.22,68.62,498725.65,43.1,92.56,1,57.56,92.33,critical
-0.07,medium,19.14,96.7,3.57,28322.43,2.8,0.91,0,0.2,10.28,low
7.49,medium,16.2,97.16,7.72,49880.73,2.3,0.47,0,2.85,12.3,low
42.02,high,52.56,46.54,31.54,246646.4,30.4,82.5,1,45.64,59.82,medium
47.65,high,54.91,32.57,34.95,323704.64,25.7,57.86,0,28.17,56.8,medium
74.92,high,60.04,26.6,44.59,279851.34,30.6,72.09,0,38.56,65.73,high
91.53,high,93.78,8.65,65.47,398227.49,44.4,84.84,0,48.73,83.94,critical
16.07,low,52.1,59.5,8.65,104704.88,15.2,20.26,1,27.45,26.87,low
6.87,low,3.03,81.0,0.86,40552.23,2.4,2.34,0,0.44,5.23,low
1.93,low,7.96,90.72,2.07,38729.17,3.4,7.75,0,6.08,5.03,low
20.82,medium,33.7,67.56,13.5,70592.78,19.3,34.36,1,19.59,31.79,medium
4.42,low,12.13,81.84,1.04,22520.31,1.1,6.78,1,0.48,9.51,low
70.26,medium,52.17,46.1,31.17,314908.29,22.0,61.37,1,34.13,56.65,medium
63.15,medium,73.36,44.57,28.98,295252.58,23.3,83.88,1,37.57,59.59,medium
17.77,medium,50.99,73.12,17.44,174034.22,11.7,40.3,0,20.54,30.85,medium
93.96,high,94.46,0.33,56.62,485695.33,43.4,86.13,1,59.32,91.03,critical
-2.08,medium,18.45,87.92,0.36,7063.85,3.3,14.55,1,5.07,15.72,low
3.58,low,19.09,96.11,7.63,23340.88,3.9,3.1,1,4.2,9.97,low
11.01,medium,48.39,65.65,15.36,139980.18,19.0,36.09,0,11.79,29.38,low
90.7,high,99.8,3.86,62.67,401026.75,39.9,84.92,1,51.0,88.09,critical
52.78,high,74.45,49.32,33.04,211812.22,31.5,82.06,0,33.16,58.8,medium
54.37,medium,56.93,50.33,43.06,215104.12,37.7,76.74,1,36.02,56.96,medium
64.92,medium,83.07,43.75,29.57,371866.92,22.0,69.84,0,44.39,58.16,medium
57.85,high,63.8,33.46,32.03,254944.07,35.5,81.31,1,36.12,65.82,high
74.92,medium,51.69,49.32,27.16,187780.63,36.9,52.23,1,39.3,55.89,medium
37.82,high,28.68,55.16,17.89,144259.87,11.2,47.6,0,20.56,39.47,medium
12.93,high,28.54,60.06,24.17,114861.29,15.5,20.77,1,17.93,36.85,medium
10.35,low,35.42,55.8,24.34,32236.9,16.5,44.1,0,26.75,22.3,low
-3.06,low,12.7,88.55,6.45,28742.96,2.4,16.49,0,8.59,6.4,low
44.01,medium,67.74,39.9,29.81,158882.14,28.7,69.64,0,30.79,48.07,medium
36.47,low,52.69,62.96,9.42,28758.62,12.7,35.61,0,11.79,24.35,low
32.62,medium,37.06,54.57,16.6,37536.6,18.9,46.17,0,20.2,32.12,medium
74.02,medium,84.12,39.31,39.49,216315.83,22.9,73.7,0,34.72,57.59,medium
86.81,high,86.11,9.79,58.14,466440.32,44.4,90.85,1,58.55,88.0,critical
17.8,high,53.6,68.7,12.24,51131.34,12.2,32.1,0,23.73,33.72,medium
3.97,low,18.14,89.27,5.27,2973.22,7.9,2.18,1,3.88,10.47,low
100.66,high,90.61,8.29,59.86,421493.38,38.3,87.53,1,55.48,88.78,critical
80.0,high,81.8,7.76,70.81,466144.45,43.9,94.85,1,57.6,87.99,critical
64.76,medium,61.97,31.7,46.85,163199.58,30.7,62.62,1,46.04,58.8,medium
1.95,low,14.16,84.01,1.88,47655.98,4.3,6.48,0,7.3,6.77,low
64.17,high,54.52,45.46,44.57,252939.57,33.4,51.08,1,31.89,62.93,high
103.75,high,82.81,14.13,70.65,422664.87,43.5,89.68,1,52.64,89.95,critical
84.02,high,89.83,10.64,64.09,409346.89,42.2,89.8,1,51.85,86.22,critical
17.87,medium,52.71,73.22,12.24,121462.29,20.1,25.29,1,15.18,33.17,medium
27.06,medium,32.54,76.99,14.79,37231.87,13.7,47.96,0,13.38,26.87,low
84.65,high,86.33,13.57,66.32,444204.51,38.5,87.07,1,50.55,85.73,critical
23.96,low,42.48,68.45,21.93,120088.94,9.3,46.26,1,27.37,29.15,low
114.01,medium,80.95,8.97,57.23,429217.29,38.4,86.44,1,54.84,83.77,critical
66.19,high,52.6,48.99,49.23,347818.09,27.9,67.87,0,29.03,61.69,high
22.44,low,47.78,71.21,19.95,189253.13,16.6,40.5,0,19.9,27.01,low
3.81,low,14.29,88.78,4.1,43116.01,2.9,12.36,0,5.25,6.87,low
46.56,low,83.06,48.45,26.99,202772.41,30.2,79.51,0,41.03,46.0,medium
49.29,high,52.94,32.22,45.28,156353.15,27.0,79.72,0,40.88,56.86,medium
5.18,low,39.41,67.07,6.82,24488.88,15.4,28.06,1,13.78,20.21,low
31.69,medium,32.24,63.47,20.12,108151.29,11.9,47.5,0,19.15,31.35,medium
8.44,medium,3.38,85.09,5.33,11415.23,4.2,0.61,1,9.58,15.75,low
69.0,high,63.46,50.11,34.61,250759.49,32.5,78.99,0,41.52,61.98,high
93.62,medium,95.96,18.99,61.57,413190.12,40.7,93.88,1,56.15,82.03,critical
-2.14,medium,0.46,89.71,3.75,6528.2,0.9,12.31,0,5.24,9.15,low
-3.11,low,15.85,95.36,6.04,21473.51,2.5,18.75,0,4.99,5.83,low
45.24,medium,70.17,36.71,44.82,329153.22,19.9,53.26,0,28.31,51.61,medium
7.19,low,5.16,86.73,2.24,3306.46,4.3,4.84,0,7.04,5.21,low
4.03,low,19.78,82.35,1.77,9787.08,3.4,7.32,0,7.0,6.96,low
106.72,high,90.5,19.19,65.75,460447.81,38.8,88.37,1,55.82,90.56,critical
7.85,low,9.85,92.75,2.71,15573.55,4.6,3.55,0,3.41,5.36,low
5.53,low,15.34,87.64,1.25,22420.06,1.2,15.71,0,3.19,6.44,low
4.06,low,13.58,89.14,1.72,29792.98,7.3,2.81,1,6.97,10.36,low
39.92,high,76.14,30.63,26.16,345069.51,32.8,72.82,1,45.8,65.29,high
24.98,low,39.66,54.68,9.03,124667.91,20.1,49.78,0,21.75,26.88,low
106.3,high,99.06,3.89,65.34,425546.92,39.5,83.22,1,59.86,92.13,critical
95.62,high,90.63,12.48,68.72,430769.67,45.0,94.46,1,55.22,90.36,critical
35.86,medium,55.84,50.47,23.94,200711.64,23.8,70.15,1,42.42,48.37,medium
91.8,high,80.22,1.18,60.16,493108.99,44.0,81.11,1,57.63,89.01,critical
8.56,medium,54.96,52.57,11.5,170924.81,5.4,35.45,0,20.07,29.42,low
39.29,medium,40.69,75.82,18.01,71916.01,11.8,25.75,1,12.98,33.26,medium
15.22,low,35.93,61.1,10.96,113813.72,13.7,38.52,0,29.39,22.41,low
26.17,medium,37.41,62.24,21.41,152710.83,16.7,44.26,1,25.32,37.3,medium
103.05,medium,80.24,5.01,56.85,400792.06,44.0,91.9,1,50.96,82.52,critical
112.35,high,95.91,0.47,66.82,387263.69,38.1,86.57,1,56.14,92.21,critical
26.75,low,26.2,53.21,17.05,73642.27,15.4,27.09,0,13.06,22.16,low
59.36,high,50.7,39.02,22.97,251992.87,20.2,79.22,1,35.19,59.95,medium
23.5,medium,52.75,56.78,20.22,86300.57,9.0,48.94,1,19.61,36.09,medium
68.77,medium,67.35,46.8,32.32,228885.55,23.2,60.76,1,37.15,56.56,medium
1.42,medium,15.73,93.06,0.2,34437.29,4.4,13.12,0,4.81,11.84,low
36.54,low,20.87,74.16,17.25,107967.42,12.0,41.81,0,22.95,23.3,low
39.17,high,60.27,44.69,40.92,296535.52,33.3,78.07,0,32.54,57.94,medium
16.24,medium,36.49,50.88,16.39,31507.78,14.2,45.14,1,19.8,32.31,medium
112.56,high,91.67,5.28,58.2,476383.3,44.7,93.71,1,53.17,94.0,critical
1.14,low,14.15,91.84,6.5,45084.67,5.6,0.58,0,5.62,5.95,low
14.64,medium,41.33,60.71,22.35,195509.4,19.7,46.02,0,17.27,33.08,medium
49.89,high,53.04,33.9,22.42,244423.6,22.5,76.83,0,38.44,55.2,medium
112.67,high,91.51,6.57,61.09,391619.6,40.4,88.52,1,48.16,90.64,critical
104.53,high,86.2,16.91,70.79,433049.64,41.9,98.57,1,51.36,90.83,critical
112.42,high,85.94,11.5,65.68,431308.65,44.4,89.4,1,54.42,92.1,critical
51.05,high,64.04,31.11,28.82,357027.19,34.0,84.6,1,34.14,66.8,high
51.99,high,69.73,25.16,38.84,196612.93,36.4,60.37,1,47.26,64.87,high
-2.32,low,13.92,97.27,7.34,25392.06,6.9,18.2,0,5.18,6.4,low
98.69,high,92.11,10.22,65.73,396740.44,41.1,93.88,1,57.34,89.58,critical
20.72,low,44.54,69.38,15.2,56589.16,13.2,41.05,1,13.59,25.79,low
83.74,high,91.6,0.62,62.57,487949.18,40.1,95.4,1,50.43,89.06,critical
51.92,low,55.78,41.89,47.66,253366.59,35.1,78.4,1,33.69,52.15,medium
1.38,medium,2.77,85.33,1.74,36489.99,2.0,0.95,0,4.03,9.81,low
47.09,high,57.49,40.15,30.16,378973.83,28.9,63.38,1,38.9,62.77,high
-0.94,low,4.87,82.97,1.18,22460.62,0.5,11.37,1,0.07,7.96,low
71.82,high,62.01,39.19,40.87,279379.57,30.1,69.04,1,33.25,67.03,high
37.15,medium,30.44,75.9,18.95,129318.03,7.1,46.65,1,13.98,34.02,medium
6.05,low,3.51,80.44,4.41,10171.07,4.6,3.44,0,2.33,5.47,low
45.58,medium,64.08,31.96,49.78,348757.64,30.6,65.66,1,35.68,59.82,medium
68.19,high,51.85,47.83,41.43,310717.64,19.5,62.66,1,30.44,62.5,high
8.1,medium,27.69,66.04,21.1,96205.8,13.7,25.17,1,27.32,29.13,low
53.36,high,50.2,30.48,30.31,159386.54,21.8,53.43,1,40.7,56.81,medium
107.07,high,92.04,12.83,58.49,492236.99,43.0,96.8,1,49.72,92.41,critical
11.81,low,29.89,61.01,10.27,158396.63,20.9,28.65,0,27.56,22.43,low
109.9,high,96.67,2.19,57.89,490394.64,42.4,83.04,1,56.19,93.65,critical
54.53,high,64.12,43.01,31.02,333101.8,27.0,64.82,0,29.93,58.82,medium
46.22,low,65.05,44.32,21.37,186393.51,29.0,65.3,1,38.04,45.61,medium
97.03,high,95.01,5.07,59.89,453869.11,44.8,80.77,1,52.67,90.17,critical
26.98,medium,45.03,52.75,21.56,127713.6,5.4,33.34,1,17.79,35.36,medium
35.63,medium,60.54,35.59,47.34,202288.41,28.7,73.63,0,45.79,50.4,medium
66.54,high,66.32,31.48,45.81,343285.11,24.2,78.53,0,49.58,66.22,high
69.07,high,81.26,37.2,32.08,177243.75,21.5,62.77,0,45.84,60.41,high
88.55,high,89.93,2.36,57.53,399388.61,41.6,86.65,1,48.79,86.35,critical
6.5,low,5.21,80.5,7.4,45468.46,1.7,18.74,0,9.06,8.09,low
7.33,low,4.27,81.89,6.26,36456.71,6.1,16.44,0,7.68,8.14,low
8.95,low,10.12,86.62,1.22,4595.16,5.6,18.87,0,3.24,7.16,low
16.21,medium,32.83,50.81,6.65,82078.6,9.9,46.4,0,29.51,27.97,low
117.67,high,87.03,15.65,70.09,404922.25,45.0,86.24,1,55.86,92.58,critical
39.65,high,67.68,45.91,22.51,262970.96,27.4,62.51,0,44.94,54.48,medium
66.65,medium,84.7,46.94,28.39,294899.26,21.0,70.08,0,41.8,56.04,medium
21.93,high,30.56,71.03,14.4,66960.02,20.6,41.29,0,15.76,33.82,medium
58.37,high,79.82,33.42,43.37,341612.68,34.8,55.02,1,42.25,69.37,high
24.96,high,22.71,79.04,13.49,69844.1,21.0,37.6,1,23.93,36.91,medium
95.95,high,92.4,8.72,66.12,470525.41,45.0,86.55,1,51.99,90.83,critical
96.53,high,81.43,5.8,59.22,467314.56,39.0,96.86,1,51.12,88.78,critical
32.41,medium,26.35,62.13,22.23,69325.55,20.5,48.95,1,21.88,36.05,medium
21.38,low,25.72,53.46,23.98,95536.8,14.9,27.27,0,24.79,23.09,low
6.36,low,6.33,83.16,4.2,36220.65,1.5,7.11,0,5.49,6.14,low
28.01,high,22.7,54.73,13.93,120559.45,6.7,45.78,0,14.7,34.66,medium
15.84,high,47.84,63.76,9.2,22503.02,15.6,37.93,1,10.16,36.31,medium
18.71,low,51.86,54.1,18.24,175268.11,13.5,34.29,1,12.28,30.45,medium
99.88,high,87.78,2.5,66.41,415788.28,40.8,87.96,1,53.22,89.79,critical
108.14,high,89.76,2.93,65.44,427097.11,42.6,97.51,1,49.62,92.52,critical
5.65,low,17.75,94.87,4.87,3227.95,3.9,1.05,0,3.72,5.32,low
35.59,high,77.07,37.54,27.05,211774.73,35.0,80.91,1,32.13,60.95,high
119.53,high,91.89,6.92,64.95,499434.09,41.5,97.94,1,49.08,95.94,critical
9.54,low,36.3,50.13,15.35,145566.56,21.0,31.33,1,22.0,28.0,low
-4.94,medium,2.21,84.0,0.76,26626.62,1.8,15.33,0,4.8,10.45,low
88.17,high,94.58,9.88,69.7,467169.09,42.8,94.14,1,49.97,89.95,critical
103.32,high,86.03,1.5,57.25,490621.81,44.7,90.91,1,49.6,91.79,critical
68.39,high,83.41,45.94,37.21,363868.75,35.2,50.4,1,46.75,70.23,high
36.54,low,35.23,69.91,14.61,57914.48,16.6,31.32,0,16.59,23.52,low
33.61,medium,32.37,67.35,15.96,138639.99,7.1,36.21,1,15.23,33.59,medium
47.95,medium,56.18,32.98,34.7,206272.42,18.3,77.94,1,48.93,53.8,medium
26.86,low,40.52,52.43,13.69,158628.73,15.5,36.79,0,29.19,27.52,low
19.64,low,35.64,68.18,13.25,162647.15,21.1,37.26,0,24.3,24.8,low
67.19,medium,62.8,48.6,20.95,311327.65,33.3,61.19,1,33.47,57.84,medium
40.07,medium,76.55,44.74,26.51,215875.64,26.2,66.82,0,44.17,49.14,medium
-3.31,medium,0.42,99.8,4.96,17910.79,7.9,16.9,0,1.06,9.88,low
72.68,medium,75.73,30.58,27.7,190458.13,22.8,55.32,1,42.62,58.33,medium
69.6,high,74.68,39.53,28.42,348178.62,34.5,74.78,1,33.07,69.6,high
4.68,low,17.85,80.49,1.64,16242.32,6.0,6.26,0,0.84,7.14,low
8.33,medium,36.28,67.06,7.59,191003.5,11.1,28.33,0,14.55,25.81,low
5.31,low,0.2,91.85,4.03,23937.84,7.3,3.21,1,4.28,8.68,low
36.19,medium,47.75,63.98,16.29,102612.34,12.2,29.28,1,10.41,35.45,medium
35.68,low,23.39,53.32,7.28,35107.7,21.9,25.49,0,11.96,22.4,low
20.26,high,37.41,71.39,15.52,85452.74,5.6,27.5,1,26.73,35.82,medium
57.22,high,69.46,27.56,24.7,286747.19,34.7,76.89,1,30.55,66.05,high
118.67,high,92.56,9.98,71.04,439499.59,44.5,91.02,0,57.57,91.33,critical
74.3,medium,74.81,31.97,25.88,333650.47,26.7,69.66,1,44.3,63.55,high
-2.7,low,11.32,98.31,3.16,47280.3,3.9,18.77,0,9.59,5.84,low
104.77,high,89.19,10.32,62.51,412814.09,42.0,80.38,1,50.17,88.98,critical
114.26,high,87.89,10.44,69.83,476413.4,38.8,94.15,1,50.14,93.41,critical
5.44,low,19.72,88.87,5.44,30259.96,1.4,1.55,0,8.01,6.72,low
62.03,medium,70.73,32.03,37.63,366594.22,20.2,78.92,0,29.29,57.49,medium
84.37,medium,95.71,0.49,71.99,414217.17,39.3,80.55,1,56.08,82.01,critical
-4.02,low,3.1,91.27,2.71,2990.33,0.8,0.34,0,8.18,2.33,low
31.37,low,34.52,74.41,22.84,125080.85,19.8,44.82,1,12.49,29.93,low
13.53,low,24.24,73.31,20.89,118842.29,14.0,35.09,0,16.04,19.6,low
80.9,high,86.88,2.93,63.26,386052.79,38.9,82.62,1,48.36,84.01,critical
110.72,high,89.18,6.61,67.73,471330.46,41.3,87.02,0,48.31,88.7,critical
7.45,low,14.86,99.61,2.94,13955.52,3.6,7.16,0,4.6,5.36,low
47.82,medium,65.76,49.45,43.75,305805.93,22.4,56.95,1,45.51,55.49,medium
90.67,low,89.81,11.16,60.61,404692.7,40.2,93.58,1,48.48,74.6,high
9.17,low,12.52,89.51,5.7,20154.68,7.1,10.02,0,4.55,7.71,low
110.22,high,84.7,14.9,59.48,427075.9,41.0,94.12,1,59.38,90.52,critical
5.57,medium,35.37,59.45,15.31,71670.42,7.0,26.45,1,15.95,27.17,low
61.72,high,82.54,28.49,35.86,238897.8,31.7,69.7,1,44.94,68.3,high
37.83,medium,42.84,77.1,9.06,169152.64,6.0,30.11,0,20.57,30.29,medium
17.38,high,28.04,61.09,14.71,94905.99,18.2,25.97,0,22.39,33.16,medium
104.5,high,81.45,7.52,58.95,494051.68,39.4,82.97,1,55.36,89.92,critical
2.23,low,13.45,84.51,3.97,48478.69,4.7,12.83,0,0.43,7.07,low
39.65,high,25.98,77.18,5.72,30735.45,14.3,24.75,1,18.85,35.82,medium
37.75,low,81.24,35.28,30.16,211602.23,19.9,66.57,0,35.09,42.77,medium
113.86,high,97.21,17.88,66.95,450251.99,42.0,93.94,1,52.68,93.48,critical
52.31,high,79.42,46.18,37.57,328827.93,18.3,74.35,1,34.02,64.03,high
69.92,high,63.71,50.83,32.35,199087.85,35.0,60.54,0,37.77,59.33,medium
14.5,low,47.76,52.01,23.66,55865.14,8.1,23.49,0,10.85,21.21,low
35.16,high,56.73,41.27,46.68,260463.62,29.4,63.63,0,48.63,56.12,medium
24.42,low,20.5,51.98,12.1,33418.01,14.3,23.64,1,24.5,23.95,low
-1.32,low,15.48,90.63,6.09,46821.0,6.6,13.79,0,1.83,7.0,low
67.3,high,50.43,37.88,22.52,213092.51,26.4,57.44,1,47.99,60.71,high
1.88,low,16.02,89.52,3.11,31847.94,4.0,12.59,0,7.89,6.66,low
7.77,low,12.11,95.73,7.91,47090.22,4.6,17.33,0,4.25,7.81,low
39.79,high,55.36,41.09,33.14,304146.79,25.3,59.36,1,38.35,58.61,medium
80.54,high,87.13,11.62,56.95,429838.71,41.2,95.34,0,51.09,81.05,critical
68.12,high,73.11,32.75,29.39,235727.21,25.2,73.99,1,33.76,65.57,high
86.04,medium,82.4,15.11,62.16,455928.33,40.3,89.92,1,50.66,79.74,high
23.93,high,42.81,73.9,21.5,167553.66,8.8,35.91,1,12.6,39.82,medium
18.08,low,36.66,58.93,20.48,49469.84,19.7,38.01,1,27.12,27.64,low
86.83,high,81.78,17.49,60.89,409897.61,39.9,82.46,1,57.34,84.1,critical
105.15,high,80.5,19.16,63.8,477045.88,42.7,98.21,1,57.68,90.85,critical
-0.72,medium,0.26,91.68,7.14,41262.02,6.4,12.16,0,5.19,11.1,low
58.56,high,70.42,34.92,47.11,396774.17,24.6,61.98,1,36.78,68.23,high
58.55,high,65.28,46.97,20.42,392500.36,37.3,60.94,1,38.12,65.61,high
39.99,low,35.45,61.63,5.92,150770.84,15.4,41.78,1,14.65,30.75,medium
35.26,high,54.1,39.86,41.94,232462.5,35.4,50.72,0,47.01,54.7,medium
45.19,high,77.31,35.81,36.54,290210.87,34.4,62.06,1,30.33,64.1,high
10.58,low,38.35,70.11,16.23,92321.46,10.7,41.64,0,14.43,19.74,low
49.45,medium,69.1,36.86,25.31,320572.65,23.6,69.07,1,43.9,56.83,medium
69.86,medium,60.4,25.24,26.36,154256.11,34.5,72.34,0,49.68,55.4,medium
